fileid,labsamplename,labcategoryname,labcategorycode,labtestname,labtestcode,unit,result,resultasnumeric,resultmathoperation,asbestosdetected,labsampletype
-1,K22-De0001390,Metals,,Lead,,,,,,,Solid
-1,K22-De0001390,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001390,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001390,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001390,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001390,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,50,50.0000,,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) <10 mm,,Total FA,,,2.35736,2.3574,,,Solid
-1,K22-De0001390,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,0.241,0.2410,,,Solid
-1,K22-De0001390,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,34.68,34.6800,,,Solid
-1,K22-De0001390,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,232.87,232.8700,,,Solid
-1,K22-De0001390,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,208.92,208.9200,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Received Weight,,,653.99,653.9900,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,488.32,488.3200,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,488.32,488.3200,,,Solid
-1,K22-De0001390,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,0.68,0.6800,,,Solid
-1,K22-De0001390,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.30624,0.3062,,,Solid
-1,K22-De0001390,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.06,0.0600,,,Solid
-1,K22-De0001390,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,12.4,12.4000,,,Solid
-1,K22-De0001390,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001390,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001390,,,% Moisture,,,,,,,Solid
-1,K22-De0001390,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001389,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001389,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001389,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001389,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001389,Metals,,Lead,,,,,,,Solid
-1,K22-De0001389,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001389,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001389,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001389,Metals,,Copper,,,,,,,Solid
-1,K22-De0001389,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001389,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001389,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001389,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001389,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001389,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001389,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,215.56,215.5600,,,Solid
-1,K22-De0001389,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,183.31,183.3100,,,Solid
-1,K22-De0001389,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,0,0.0000,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,No,,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Received Weight,,,591.26,591.2600,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,411.71,411.7100,,,Solid
-1,K22-De0001389,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,411.71,411.7100,,,Solid
-1,K22-De0001389,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001389,Asbestos Fines (AF) < 10 mm,,Total AF,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001389,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001389,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001389,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001389,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001389,,,% Moisture,,,,,,,Solid
-1,K22-De0001388,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001388,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001388,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.002,0.0020,,,Solid
-1,K22-De0001388,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001388,Metals,,Lead,,,,,,,Solid
-1,K22-De0001388,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001388,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001388,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001388,Metals,,Copper,,,,,,,Solid
-1,K22-De0001388,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001388,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001388,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001388,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001388,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001388,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001388,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,89.19,89.1900,,,Solid
-1,K22-De0001388,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,246.05,246.0500,,,Solid
-1,K22-De0001388,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,171.17,171.1700,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Received Weight,,,716.77,716.7700,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,517.58,517.5800,,,Solid
-1,K22-De0001388,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,517.58,517.5800,,,Solid
-1,K22-De0001388,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.00861,0.0086,,,Solid
-1,K22-De0001388,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.002,0.0020,,,Solid
-1,K22-De0001388,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001388,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001388,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001388,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001388,,,% Moisture,,,,,,,Solid
-1,K22-De0001387,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001387,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001387,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001387,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001387,Metals,,Lead,,,,,,,Solid
-1,K22-De0001387,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001387,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001387,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001387,Metals,,Copper,,,,,,,Solid
-1,K22-De0001387,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001387,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001387,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001387,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001387,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001387,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001387,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001387,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001387,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001387,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001387,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001387,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001387,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001387,,,% Moisture,,,,,,,Solid
-1,K22-De0001386,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001386,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001386,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001386,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001386,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001386,Metals,,Lead,,,,,,,Solid
-1,K22-De0001386,Metals,,Copper,,,,,,,Solid
-1,K22-De0001386,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001386,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001386,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001386,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001386,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001386,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001386,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001386,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001386,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001386,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001386,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001386,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001386,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001386,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001386,,,% Moisture,,,,,,,Solid
-1,K22-De0001386,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001385,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001385,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001385,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001385,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001385,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001385,Metals,,Lead,,,,,,,Solid
-1,K22-De0001385,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001385,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001385,Metals,,Copper,,,,,,,Solid
-1,K22-De0001385,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001385,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001385,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001385,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001385,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001385,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001385,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,44.15,44.1500,,,Solid
-1,K22-De0001385,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,278.31,278.3100,,,Solid
-1,K22-De0001385,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,155.55,155.5500,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,No,,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Received Weight,,,643.11,643.1100,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,489.1,489.1000,,,Solid
-1,K22-De0001385,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,489.1,489.1000,,,Solid
-1,K22-De0001385,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001385,Asbestos Fines (AF) < 10 mm,,Total AF,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001385,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001385,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001385,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001385,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001385,,,% Moisture,,,,,,,Solid
-1,K22-De0001384,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001384,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001384,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.004,0.0040,,,Solid
-1,K22-De0001384,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001384,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001384,Metals,,Lead,,,,,,,Solid
-1,K22-De0001384,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001384,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001384,Metals,,Copper,,,,,,,Solid
-1,K22-De0001384,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001384,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001384,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001384,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001384,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001384,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001384,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,250.37,250.3700,,,Solid
-1,K22-De0001384,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,169.43,169.4300,,,Solid
-1,K22-De0001384,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,12.59,12.5900,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Received Weight,,,608.27,608.2700,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,444.27,444.2700,,,Solid
-1,K22-De0001384,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,444.27,444.2700,,,Solid
-1,K22-De0001384,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.01692,0.0169,,,Solid
-1,K22-De0001384,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.004,0.0040,,,Solid
-1,K22-De0001384,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001384,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001384,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001384,,,% Moisture,,,,,,,Solid
-1,K22-De0001384,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001383,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001383,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001383,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001383,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001383,Metals,,Arsenic,,,5.2,5.2000,,,Solid
-1,K22-De0001383,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001383,Metals,,Lead,,,,,,,Solid
-1,K22-De0001383,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001383,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001383,Metals,,Copper,,,,,,,Solid
-1,K22-De0001383,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001383,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001383,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001383,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001383,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
