fileid,labsamplename,labcategoryname,labcategorycode,labtestname,labtestcode,unit,result,resultasnumeric,resultmathoperation,asbestosdetected,labsampletype
-1,K22-De0001375,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001375,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001375,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001375,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001375,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001375,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001375,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001375,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001375,,,% Moisture,,,31,31.0000,,,Solid
-1,K22-De0001375,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001374,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001374,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001374,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001374,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001374,Metals,,Lead,,,21,21.0000,,,Solid
-1,K22-De0001374,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001374,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001374,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001374,Metals,,Copper,,,,,,,Solid
-1,K22-De0001374,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001374,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001374,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001374,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001374,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001374,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001374,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001374,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001374,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001374,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001374,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001374,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001374,,,% Moisture,,,25,25.0000,,,Solid
-1,K22-De0001374,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001373,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001373,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001373,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001373,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001373,Metals,,Lead,,,,,,,Solid
-1,K22-De0001373,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001373,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001373,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001373,Metals,,Copper,,,,,,,Solid
-1,K22-De0001373,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001373,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001373,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001373,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001373,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001373,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001373,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001373,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001373,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001373,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001373,Asbestos (Presence/Absence),,Asbestos type,,,Asbestos NOT detected,,,,Solid
-1,K22-De0001373,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001373,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001373,,,% Moisture,,,,,,,Solid
-1,K22-De0001372,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001372,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001372,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001372,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001372,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001372,Metals,,Lead,,,,,,,Solid
-1,K22-De0001372,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001372,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001372,Metals,,Copper,,,,,,,Solid
-1,K22-De0001372,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001372,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001372,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001372,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001372,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001372,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001372,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001372,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001372,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001372,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001372,Asbestos (Presence/Absence),,Asbestos type,,,Asbestos NOT detected,,,,Solid
-1,K22-De0001372,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001372,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001372,,,% Moisture,,,,,,,Solid
-1,K22-De0001371,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001371,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001371,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001371,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001371,Metals,,Arsenic,,,9.2,9.2000,,,Solid
-1,K22-De0001371,Metals,,Chromium,,,69,69.0000,,,Solid
-1,K22-De0001371,Metals,,Nickel,,,56,56.0000,,,Solid
-1,K22-De0001371,Metals,,Lead,,,40,40.0000,,,Solid
-1,K22-De0001371,Metals,,Copper,,,40,40.0000,,,Solid
-1,K22-De0001371,Metals,,Zinc,,,150,150.0000,,,Solid
-1,K22-De0001371,Metals,,Cadmium,,,0.18,0.1800,,,Solid
-1,K22-De0001371,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001371,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001371,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001371,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001371,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001371,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001371,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001371,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001371,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001371,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001371,,,% Moisture,,,13,13.0000,,,Solid
-1,K22-De0001371,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001370,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001370,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001370,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,0.05,0.0500,,,Solid
-1,K22-De0001370,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.019,0.0190,,,Solid
-1,K22-De0001370,Metals,,Lead,,,,,,,Solid
-1,K22-De0001370,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001370,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001370,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001370,Metals,,Copper,,,,,,,Solid
-1,K22-De0001370,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001370,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001370,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001370,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001370,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,40,40.0000,,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) >10 mm,,Total FA,,,0.11049,0.1105,,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,0.009,0.0090,,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001370,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001370,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,273.73,273.7300,,,Solid
-1,K22-De0001370,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,183.49,183.4900,,,Solid
-1,K22-De0001370,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,15.22,15.2200,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Received Weight,,,636.55,636.5500,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,484.09,484.0900,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,484.09,484.0900,,,Solid
-1,K22-De0001370,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,0.07,0.0700,,,Solid
-1,K22-De0001370,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.0459,0.0459,,,Solid
-1,K22-De0001370,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.01,0.0100,,,Solid
-1,K22-De0001370,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,1.2,1.2000,,,Solid
-1,K22-De0001370,Asbestos (Presence/Absence),,Asbestos form,,,Fibre cement fragments,,,,Solid
-1,K22-De0001370,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001370,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001370,,,% Moisture,,,,,,,Solid
-1,K22-De0001369,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001369,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001369,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.002,0.0020,,,Solid
-1,K22-De0001369,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001369,Metals,,Lead,,,,,,,Solid
-1,K22-De0001369,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001369,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001369,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001369,Metals,,Copper,,,,,,,Solid
-1,K22-De0001369,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001369,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001369,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001369,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001369,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001369,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001369,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,7.84,7.8400,,,Solid
-1,K22-De0001369,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,231.58,231.5800,,,Solid
-1,K22-De0001369,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,226.19,226.1900,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Received Weight,,,625.2,625.2000,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,477.39,477.3900,,,Solid
-1,K22-De0001369,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,477.39,477.3900,,,Solid
-1,K22-De0001369,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.01184,0.0118,,,Solid
-1,K22-De0001369,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.002,0.0020,,,Solid
-1,K22-De0001369,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001369,Asbestos (Presence/Absence),,Asbestos form,,,Loose fibre bundles,,,,Solid
-1,K22-De0001369,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001369,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001369,,,% Moisture,,,,,,,Solid
-1,K22-De0001368,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001368,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001368,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001368,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001368,Metals,,Chromium,,,70,70.0000,,,Solid
-1,K22-De0001368,Metals,,Arsenic,,,7.5,7.5000,,,Solid
-1,K22-De0001368,Metals,,Nickel,,,48,48.0000,,,Solid
-1,K22-De0001368,Metals,,Lead,,,37,37.0000,,,Solid
-1,K22-De0001368,Metals,,Copper,,,37,37.0000,,,Solid
-1,K22-De0001368,Metals,,Zinc,,,150,150.0000,,,Solid
-1,K22-De0001368,Metals,,Cadmium,,,0.21,0.2100,,,Solid
-1,K22-De0001368,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001368,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001368,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001368,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001368,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001368,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001368,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001368,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001368,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001368,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001368,,,% Moisture,,,24,24.0000,,,Solid
-1,K22-De0001368,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001367,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001367,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001367,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
